bookID,title,authors,average_rating,language_code,num_pages,text_reviews_count
262,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288,6
263,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363,0
264,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128,0
265,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,spa,480,0
266,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,eng,295,0
267,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287,237
268,Cryptonomicon,Neal Stephenson,4.25,eng,1139,4249
269,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,fre,418,0
270,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,en-US,815,565
271,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927,1735
272,The Cobweb,Neal Stephenson/J. Frederick George,3.61,eng,448,137
273,The Big U,Neal Stephenson,3.25,en-US,308,223
274,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499,2767
275,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,270
276,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,en-US,464,65
277,Snow Crash,Neal Stephenson/Guy Abadia,4.03,eng,438,6612
278,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,eng,450,30
279,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,eng,381,72
280,The Design of Everyday Things,Donald A. Norman,4.17,eng,240,1379
281,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,eng,272,149
282,The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257,31
283,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,en-GB,259,7
284,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192,76
285,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,eng,197,55843
286,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,eng,192,153
287,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,eng,192,299
288,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,eng,192,161
289,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,eng,192,1427
290,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,eng,200,294
291,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,en-US,198,32
292,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,eng,192,419
293,Pompeii,Robert   Harris,3.82,eng,274,1726
294,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,eng,360,68
295,Of Mice and Men,John Steinbeck,3.87,eng,103,25554
296,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,en-US,464,1592
297,The Westing Game,Ellen Raskin,4.02,eng,182,8782
298,The Egypt Game,Zilpha Keatley Snyder,3.83,eng,215,1130
299,Memoirs of a Geisha,Arthur Golden,4.11,eng,503,3703
300,Memoirs of a Geisha,Arthur Golden,4.11,eng,434,19296
301,Memoirs of a Geisha,Arthur Golden,4.11,en-US,497,256
302,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,eng,144,8
303,Memoirs of a Geisha,Arthur Golden,4.11,eng,497,462
304,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,eng,334,158
305,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,eng,58,2
306,Jungle Love,Margaret Johnson/Philip Prowse,3.41,eng,95,7
307,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,eng,0,4
308,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng,736,21303
309,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,spa,508,20
310,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,spa,18,7
311,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng,489,35877
312,The Da Vinci Code,Dan Brown,3.84,eng,467,105
313,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,fre,744,16
314,Deception Point,Dan Brown,3.71,eng,736,410
315,Deception Point,Dan Brown,3.71,eng,585,183
316,Deception Point,Dan Brown,3.71,eng,448,4
317,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,eng,383,41
318,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,eng,258,2600
319,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320,2334
320,Think and Grow Rich,Napoleon Hill,4.18,eng,368,9
321,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,eng,256,14
322,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,en-US,288,17
323,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,en-US,384,948
324,The Richest Man in Babylon,George S. Clason,4.26,eng,194,3400
325,The Richest Man in Babylon,George S. Clason,4.26,eng,4,15
326,Shibumi,Trevanian/Gisela Stege,4.21,eng,480,637
327,1776,David McCullough,4.07,eng,386,6243
328,1776,Peter  Stone/Sherman Edwards,4.22,eng,192,30
329,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,eng,284,5
330,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,418,7656
331,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,eng,5,2
332,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399,4922
333,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,eng,384,77
334,Snow Flower and the Secret Fan,Lisa See,4.07,eng,269,14935
335,The Broker,John Grisham,3.78,eng,422,2334
336,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,eng,1344,1237
337,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320,1
338,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,en-US,201,275
339,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,en-US,288,63
340,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,eng,405,51
341,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,en-US,245,16
342,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,eng,432,1
343,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,eng,368,8
344,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,en-US,68,623
345,Monkey Business,Sarah Mlynowski,3.67,eng,392,67
346,Liar's Poker,Michael   Lewis,4.15,eng,256,936
347,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,eng,214,1
348,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng,64,2
349,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,eng,256,74
350,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,eng,256,217
351,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,eng,240,55
352,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,eng,256,34
353,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng,304,16
354,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,eng,287,15
355,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,eng,320,13034
356,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,spa,250,23
357,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,en-US,496,5
358,The Last Assassin (John Rain  #5),Barry Eisler,4.27,eng,338,25
359,Life of Pi,Yann Martel,3.91,en-US,401,668
360,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,fre,448,26
361,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,eng,400,8
362,A Million Little Pieces,James Frey,3.65,eng,515,10821
363,A Million Little Pieces of Feces,Python Bonkers,3.56,en-US,256,6
364,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,en-US,191,24
365,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,en-US,458,40
366,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,eng,193,281
367,Leadership in Organizations,Gary Yukl,3.68,en-GB,542,4
368,Leadership,Rudolph W. Giuliani,3.72,eng,397,147
369,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,368,3303
370,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,en-US,368,1
371,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,2,3
372,How to Succeed with Women,Ron  Louis/David Copeland,3.76,en-US,320,13
373,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,512,4432
374,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,468,67
375,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng,317,4155
376,Juiced Official Strategy Guide,Doug Walsh,0,eng,112,0
377,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,eng,452,3167
378,Gates of Fire,Steven Pressfield,4.42,eng,392,1629
379,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,eng,414,175
380,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,en-US,721,4
381,The Afghan Campaign,Steven Pressfield,3.96,eng,354,198
382,Tides of War,Steven Pressfield,3.9,eng,448,157
383,Last of the Amazons,Steven Pressfield,3.76,eng,400,125
384,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,eng,168,4702
385,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,en-US,176,2
386,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,eng,340,6
387,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,en-US,160,20
388,Phaedrus,Plato/Robin Waterfield,3.92,eng,128,6
389,Phaedrus,Plato/C.J. Rowe,3.92,eng,176,22
390,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,eng,157,0
391,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,eng,125,4
392,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,eng,272,4
393,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,eng,233,1
394,Statesman,Plato/C.J. Rowe,3.85,eng,128,7
395,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,en-GB,208,198
396,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng,716,597
397,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng,622,18
398,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,en-US,613,0
399,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,eng,772,41
400,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,en-US,653,17
401,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,en-US,464,5
402,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,en-US,816,10
403,The History,Herodotus/Peter Grene,3.99,en-US,710,6
404,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,eng,683,3423
405,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,en-US,574,137
406,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,en-US,588,81
407,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,eng,1556,380
408,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,eng,462,118
409,The Iliad,Homer/W.H.D. Rouse,3.86,en-US,312,15
410,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,en-US,216,18
411,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,eng,541,6557
412,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,eng,515,179
413,The Odyssey,Homer/Richmond Lattimore,3.76,eng,374,78
414,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,eng,324,167
415,The Odyssey,Homer/W.H.D. Rouse,3.76,eng,304,24
416,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,eng,161,6
417,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,mul,607,10
418,City Eclogue,Ed Roberson,4.13,eng,136,7
419,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,eng,180,15
420,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,eng,272,0
421,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,eng,1808,25
422,The Complete Works,William Shakespeare,4.5,eng,1248,6
423,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,eng,289,7139
424,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,eng,137,118
425,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,en-US,272,92
426,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,en-US,212,79
427,Warrior of the Light,Paulo Coelho,3.7,en-US,142,945
428,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,eng,336,2575
429,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,eng,208,2702
430,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,en-US,256,68
431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,eng,210,5452
432,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,eng,148,125
433,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,en-US,129,6
434,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,eng,240,16
435,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,eng,450,57
436,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,mul,496,7
437,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,eng,172,15
438,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,mul,400,0
439,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,eng,530,21
440,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,eng,554,4
441,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,eng,480,0
442,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,eng,34,0
443,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,eng,221,56
444,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,eng,228,46
445,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,eng,307,8
446,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,eng,312,85
447,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,en-US,432,21
448,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4,eng,255,15
449,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,eng,264,12
450,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,eng,206,120
451,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,mul,432,4
452,Medea,Euripides/Donald J. Mastronarde,3.87,grc,431,9
453,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,eng,360,8
454,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,eng,160,13
455,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,eng,192,0
456,The Trojan Women and Hippolytus,Euripides,3.63,eng,64,4
457,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,eng,128,6
458,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,eng,282,2
459,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,mul,528,5
460,Alcestis,Euripides/William Arrowsmith,3.83,eng,142,95
461,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,mul,464,4
462,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,eng,116,35
463,Euripides: Medea,William Allan,4.04,eng,160,1
464,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,eng,69,0
465,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,mul,528,2
466,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,mul,605,3
467,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,eng,144,1
468,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,eng,672,7
469,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,en-US,171,53
470,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,eng,188,26
471,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,eng,304,7
472,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,eng,335,591
473,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,eng,224,21
474,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,eng,160,62
475,The Oresteia,Aeschylus/Ted Hughes,4.02,en-US,208,25
476,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,eng,178,3
477,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,eng,358,7
478,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,eng,95,3
479,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,eng,127,8
480,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,en-GB,232,2
481,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,eng,151,8
482,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,eng,208,0
483,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,eng,254,36
484,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,eng,288,46
485,The Complete Plays,Sophocles/Paul Roche,4.27,eng,420,40
486,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,eng,259,726
487,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,eng,430,288
488,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,en-US,304,7
489,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,en-US,223,3
490,Electra and Other Plays,Sophocles/E.F. Watling,4.14,eng,218,9
491,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,eng,178,199
492,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,eng,75,1776
493,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,eng,390,1
494,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,grc,214,1
495,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,eng,144,57
496,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,eng,624,79
497,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,eng,256,8
498,The Complete Plays,Aristophanes/Moses Hadas,4.21,eng,577,33
499,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,eng,336,0
500,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,eng,480,0
